initial_alias,converted_alias,name,description,namespace
4478,MSN,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],ENTREZGENE_ACC
7169,TPM2,TPM2,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011],ENTREZGENE_ACC
5293,PIK3CD,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]",ENTREZGENE_ACC
79081,LBHD1,LBHD1,LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351],ENTREZGENE_ACC
55135,WRAP53,WRAP53,WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522],ENTREZGENE_ACC
11062,DUS4L,DUS4L,dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517],ENTREZGENE_ACC
25911,DPCD,DPCD,deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542],ENTREZGENE_ACC
64167,ERAP2,ERAP2,endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499],ENTREZGENE_ACC
4174,MCM5,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],ENTREZGENE_ACC
130827,TMEM182,TMEM182,transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391],ENTREZGENE_ACC
7709,ZBTB17,ZBTB17,zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936],ENTREZGENE_ACC
23157,SEPTIN6,SEPTIN6,septin 6 [Source:HGNC Symbol;Acc:HGNC:15848],ENTREZGENE_ACC
57622,LRFN1,LRFN1,leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29290],ENTREZGENE_ACC
27148,STK36,STK36,serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209],ENTREZGENE_ACC
23376,UFL1,UFL1,UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039],ENTREZGENE_ACC
3925,STMN1,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510],ENTREZGENE_ACC
57798,GATAD1,GATAD1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941],ENTREZGENE_ACC
27241,BBS9,BBS9,Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000],ENTREZGENE_ACC
84552,PARD6G,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076],ENTREZGENE_ACC
79155,TNIP2,TNIP2,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118],ENTREZGENE_ACC
2591,GALNT3,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125],ENTREZGENE_ACC
84272,YIPF4,YIPF4,Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145],ENTREZGENE_ACC
118,ADD1,ADD1,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243],ENTREZGENE_ACC
55552,ZNF823,ZNF823,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936],ENTREZGENE_ACC
79666,PLEKHF2,PLEKHF2,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757],ENTREZGENE_ACC
100288637,LOC100288637,None,novel transcript,ENTREZGENE_ACC
92335,STRADA,STRADA,STE20 related adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172],ENTREZGENE_ACC
2782,GNB1,GNB1,G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396],ENTREZGENE_ACC
3858,KRT10,KRT10,keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413],ENTREZGENE_ACC
161291,TMEM30B,TMEM30B,transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254],ENTREZGENE_ACC
57205,ATP10D,ATP10D,ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549],ENTREZGENE_ACC
54205,CYCS,CYCS,"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]",ENTREZGENE_ACC
54059,YBEY,YBEY,ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299],ENTREZGENE_ACC
481,ATP1B1,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804],ENTREZGENE_ACC
79147,FKRP,FKRP,fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997],ENTREZGENE_ACC
8269,TMEM187,TMEM187,transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705],ENTREZGENE_ACC
7077,TIMP2,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],ENTREZGENE_ACC
147657,ZNF480,ZNF480,zinc finger protein 480 [Source:HGNC Symbol;Acc:HGNC:23305],ENTREZGENE_ACC
9314,KLF4,KLF4,KLF transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:6348],ENTREZGENE_ACC
3225,HOXC9,HOXC9,homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130],ENTREZGENE_ACC
170425,LINC00858,LINC00858,long intergenic non-protein coding RNA 858 [Source:HGNC Symbol;Acc:HGNC:27276],ENTREZGENE_ACC
627,BDNF,BDNF,brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033],ENTREZGENE_ACC
27010,TPK1,TPK1,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358],ENTREZGENE_ACC
8495,PPFIBP2,PPFIBP2,PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250],ENTREZGENE_ACC
2729,GCLC,GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],ENTREZGENE_ACC
80210,ARMC9,ARMC9,armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730],ENTREZGENE_ACC
138311,DIPK1B,DIPK1B,divergent protein kinase domain 1B [Source:HGNC Symbol;Acc:HGNC:28290],ENTREZGENE_ACC
389084,SNORC,SNORC,secondary ossification center associated regulator of chondrocyte maturation [Source:HGNC Symbol;Acc:HGNC:33763],ENTREZGENE_ACC
29086,BABAM1,BABAM1,BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008],ENTREZGENE_ACC
10614,HEXIM1,HEXIM1,HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953],ENTREZGENE_ACC
126433,FBXO27,FBXO27,F-box protein 27 [Source:HGNC Symbol;Acc:HGNC:18753],ENTREZGENE_ACC
9703,BLTP2,BLTP2,bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960],ENTREZGENE_ACC
127703,C1orf216,C1orf216,chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800],ENTREZGENE_ACC
54949,SDHAF2,SDHAF2,succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034],ENTREZGENE_ACC
57410,SCYL1,SCYL1,SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372],ENTREZGENE_ACC
11267,SNF8,SNF8,SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028],ENTREZGENE_ACC
11001,SLC27A2,SLC27A2,solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996],ENTREZGENE_ACC
79102,RNF26,RNF26,ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646],ENTREZGENE_ACC
10919,EHMT2,EHMT2,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129],ENTREZGENE_ACC
9482,STX8,STX8,syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443],ENTREZGENE_ACC
64320,RNF25,RNF25,ring finger protein 25 [Source:HGNC Symbol;Acc:HGNC:14662],ENTREZGENE_ACC
22864,R3HDM2,R3HDM2,R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167],ENTREZGENE_ACC
56252,YLPM1,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798],ENTREZGENE_ACC
100506080,None,None,None,
120227,CYP2R1,CYP2R1,cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580],ENTREZGENE_ACC
328,APEX1,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587],ENTREZGENE_ACC
51398,WDR83OS,WDR83OS,WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203],ENTREZGENE_ACC
6541,SLC7A1,SLC7A1,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057],ENTREZGENE_ACC
1803,DPP4,DPP4,dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009],ENTREZGENE_ACC
1616,DAXX,DAXX,death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681],ENTREZGENE_ACC
1616,SMIM40,DAXX,death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681],ENTREZGENE_ACC
22837,COBLL1,COBLL1,cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571],ENTREZGENE_ACC
29880,ALG5,ALG5,ALG5 dolichyl-phosphate beta-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20266],ENTREZGENE_ACC
10963,STIP1,STIP1,stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387],ENTREZGENE_ACC
23033,DOP1A,DOP1A,DOP1 leucine zipper like protein A [Source:HGNC Symbol;Acc:HGNC:21194],ENTREZGENE_ACC
6594,SMARCA1,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:HGNC Symbol;Acc:HGNC:11097]",ENTREZGENE_ACC
6927,HNF1A,HNF1A,HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621],ENTREZGENE_ACC
163486,DENND1B,DENND1B,DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404],ENTREZGENE_ACC
135154,SDHAF4,SDHAF4,succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957],ENTREZGENE_ACC
57819,LSM2,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",ENTREZGENE_ACC
221830,POLR1F,POLR1F,RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027],ENTREZGENE_ACC
9260,PDLIM7,PDLIM7,PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958],ENTREZGENE_ACC
4258,MGST2,MGST2,microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063],ENTREZGENE_ACC
222194,RSBN1L,RSBN1L,round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765],ENTREZGENE_ACC
10466,COG5,COG5,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],ENTREZGENE_ACC
79573,TTC13,TTC13,tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204],ENTREZGENE_ACC
51274,KLF3,KLF3,KLF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:16516],ENTREZGENE_ACC
257629,ANKS4B,ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:26795],ENTREZGENE_ACC
22994,CEP131,CEP131,centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511],ENTREZGENE_ACC
84450,ZNF512,ZNF512,zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380],ENTREZGENE_ACC
79054,TRPM8,TRPM8,transient receptor potential cation channel subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:17961],ENTREZGENE_ACC
29922,NME7,NME7,NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461],ENTREZGENE_ACC
10908,PNPLA6,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268],ENTREZGENE_ACC
2260,FGFR1,FGFR1,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688],ENTREZGENE_ACC
55222,LRRC20,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421],ENTREZGENE_ACC
91461,PKDCC,PKDCC,"protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]",ENTREZGENE_ACC
51082,POLR1D,POLR1D,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422],ENTREZGENE_ACC
222484,LNX2,LNX2,ligand of numb-protein X 2 [Source:HGNC Symbol;Acc:HGNC:20421],ENTREZGENE_ACC
4163,MCC,MCC,MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935],ENTREZGENE_ACC
3159,HMGA1,HMGA1,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010],ENTREZGENE_ACC
55770,EXOC2,EXOC2,exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968],ENTREZGENE_ACC
100505484,None,None,None,
9183,ZW10,ZW10,zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194],ENTREZGENE_ACC
53342,IL17D,IL17D,interleukin 17D [Source:HGNC Symbol;Acc:HGNC:5984],ENTREZGENE_ACC
83871,RAB34,RAB34,"RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]",ENTREZGENE_ACC
364,AQP7,AQP7,aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640],ENTREZGENE_ACC
130367,SGPP2,SGPP2,sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953],ENTREZGENE_ACC
284129,SLC26A11,SLC26A11,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471],ENTREZGENE_ACC
22899,ARHGEF15,ARHGEF15,Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590],ENTREZGENE_ACC
2585,GALK2,GALK2,galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119],ENTREZGENE_ACC
9489,PGS1,PGS1,phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029],ENTREZGENE_ACC
8395,PIP5K1B,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995],ENTREZGENE_ACC
326625,MMAB,MMAB,metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331],ENTREZGENE_ACC
55844,PPP2R2D,PPP2R2D,protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732],ENTREZGENE_ACC
79567,RIPOR1,RIPOR1,RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836],ENTREZGENE_ACC
80851,SH3BP5L,SH3BP5L,SH3 binding domain protein 5 like [Source:HGNC Symbol;Acc:HGNC:29360],ENTREZGENE_ACC
85865,GTPBP10,GTPBP10,GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106],ENTREZGENE_ACC
85865,LOC101927446,GTPBP10,GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106],ENTREZGENE_ACC
23321,TRIM2,TRIM2,tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974],ENTREZGENE_ACC
64208,POPDC3,POPDC3,popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649],ENTREZGENE_ACC
255738,PCSK9,PCSK9,proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001],ENTREZGENE_ACC
80117,ARL14,ARL14,ADP ribosylation factor like GTPase 14 [Source:HGNC Symbol;Acc:HGNC:22974],ENTREZGENE_ACC
6624,FSCN1,FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148],ENTREZGENE_ACC
23543,RBFOX2,RBFOX2,RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906],ENTREZGENE_ACC
79170,PRR15L,PRR15L,proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149],ENTREZGENE_ACC
114569,MAL2,MAL2,"mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]",ENTREZGENE_ACC
688,KLF5,KLF5,KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349],ENTREZGENE_ACC
104,ADARB1,ADARB1,adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226],ENTREZGENE_ACC
10008,KCNE3,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243],ENTREZGENE_ACC
6581,SLC22A3,SLC22A3,solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967],ENTREZGENE_ACC
153768,PRELID2,PRELID2,PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306],ENTREZGENE_ACC
23161,SNX13,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335],ENTREZGENE_ACC
231,AKR1B1,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381],ENTREZGENE_ACC
3033,HADH,HADH,hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799],ENTREZGENE_ACC
284422,SMIM24,SMIM24,small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244],ENTREZGENE_ACC
56133,PCDHB2,PCDHB2,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687],ENTREZGENE_ACC
255967,PAN3,PAN3,poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991],ENTREZGENE_ACC
25959,KANK2,KANK2,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300],ENTREZGENE_ACC
1992,SERPINB1,SERPINB1,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311],ENTREZGENE_ACC
4215,MAP3K3,MAP3K3,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855],ENTREZGENE_ACC
2845,GPR22,GPR22,G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477],ENTREZGENE_ACC
26873,OPLAH,OPLAH,"5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]",ENTREZGENE_ACC
196743,PAOX,PAOX,polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837],ENTREZGENE_ACC
25813,SAMM50,SAMM50,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276],ENTREZGENE_ACC
51527,GSKIP,GSKIP,GSK3B interacting protein [Source:HGNC Symbol;Acc:HGNC:20343],ENTREZGENE_ACC
51310,SLC22A17,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095],ENTREZGENE_ACC
9636,ISG15,ISG15,ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053],ENTREZGENE_ACC
170384,FUT11,FUT11,fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233],ENTREZGENE_ACC
7728,ZNF175,ZNF175,zinc finger protein 175 [Source:HGNC Symbol;Acc:HGNC:12964],ENTREZGENE_ACC
114825,PWWP2A,PWWP2A,PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406],ENTREZGENE_ACC
80267,EDEM3,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787],ENTREZGENE_ACC
5627,PROS1,PROS1,protein S [Source:HGNC Symbol;Acc:HGNC:9456],ENTREZGENE_ACC
84900,RNFT2,RNFT2,"ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]",ENTREZGENE_ACC
147184,KRT10-AS1,KRT10-AS1,KRT10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28305],ENTREZGENE_ACC
729830,FHIP1A,FHIP1A,FHF complex subunit HOOK interacting protein 1A [Source:HGNC Symbol;Acc:HGNC:34237],ENTREZGENE_ACC
7596,ZNF45,ZNF45,zinc finger protein 45 [Source:HGNC Symbol;Acc:HGNC:13111],ENTREZGENE_ACC
60528,ELAC2,ELAC2,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],ENTREZGENE_ACC
100506676,None,None,None,
1131,CHRM3,CHRM3,cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952],ENTREZGENE_ACC
1730,DIAPH2,DIAPH2,diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877],ENTREZGENE_ACC
2593,GAMT,GAMT,guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136],ENTREZGENE_ACC
8218,CLTCL1,CLTCL1,clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093],ENTREZGENE_ACC
3678,ITGA5,ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141],ENTREZGENE_ACC
90355,MACIR,MACIR,macrophage immunometabolism regulator [Source:HGNC Symbol;Acc:HGNC:25052],ENTREZGENE_ACC
64708,COPS7B,COPS7B,COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760],ENTREZGENE_ACC
80301,PLEKHO2,PLEKHO2,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],ENTREZGENE_ACC
7307,LOC102724594,U2AF1,U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453],ENTREZGENE_ACC
7307,U2AF1,U2AF1,U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453],ENTREZGENE_ACC
6666,SOX12,SOX12,SRY-box transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11198],ENTREZGENE_ACC
5966,REL,REL,"REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]",ENTREZGENE_ACC
54972,TMEM132A,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],ENTREZGENE_ACC
10642,IGF2BP1,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866],ENTREZGENE_ACC
8458,TTF2,TTF2,transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398],ENTREZGENE_ACC
4069,LYZ,LYZ,lysozyme [Source:HGNC Symbol;Acc:HGNC:6740],ENTREZGENE_ACC
1789,DNMT3B,DNMT3B,DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979],ENTREZGENE_ACC
55638,SYBU,SYBU,syntabulin [Source:HGNC Symbol;Acc:HGNC:26011],ENTREZGENE_ACC
79650,USB1,USB1,U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792],ENTREZGENE_ACC
4947,OAZ2,OAZ2,ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096],ENTREZGENE_ACC
57509,MTUS1,MTUS1,microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789],ENTREZGENE_ACC
83638,C11orf68,C11orf68,chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801],ENTREZGENE_ACC
4642,MYO1D,MYO1D,myosin ID [Source:HGNC Symbol;Acc:HGNC:7598],ENTREZGENE_ACC
675,BRCA2,BRCA2,BRCA2 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101],ENTREZGENE_ACC
79370,BCL2L14,BCL2L14,BCL2 like 14 [Source:HGNC Symbol;Acc:HGNC:16657],ENTREZGENE_ACC
669,BPGM,BPGM,bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093],ENTREZGENE_ACC
201931,TMEM192,TMEM192,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775],ENTREZGENE_ACC
51696,HECA,HECA,"hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]",ENTREZGENE_ACC
1466,CSRP2,CSRP2,cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470],ENTREZGENE_ACC
5376,PMP22,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],ENTREZGENE_ACC
889,KRIT1,KRIT1,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],ENTREZGENE_ACC
2135,EXTL2,EXTL2,exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516],ENTREZGENE_ACC
55018,ANKRD40CL,ANKRD40CL,ANKRD40 C-terminal like [Source:HGNC Symbol;Acc:HGNC:26080],ENTREZGENE_ACC
10554,AGPAT1,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],ENTREZGENE_ACC
80021,TMEM62,TMEM62,transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269],ENTREZGENE_ACC
56034,PDGFC,PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801],ENTREZGENE_ACC
9317,PTER,PTER,phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590],ENTREZGENE_ACC
57480,PLEKHG1,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884],ENTREZGENE_ACC
1577,CYP3A5,CYP3A5,cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638],ENTREZGENE_ACC
26996,GPR160,GPR160,G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693],ENTREZGENE_ACC
2125,EVPL,EVPL,envoplakin [Source:HGNC Symbol;Acc:HGNC:3503],ENTREZGENE_ACC
9410,SNRNP40,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857],ENTREZGENE_ACC
6336,SCN10A,SCN10A,sodium voltage-gated channel alpha subunit 10 [Source:HGNC Symbol;Acc:HGNC:10582],ENTREZGENE_ACC
84717,HDGFL2,HDGFL2,HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680],ENTREZGENE_ACC
10693,CCT6B,CCT6B,chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621],ENTREZGENE_ACC
136263,SSMEM1,SSMEM1,serine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29580],ENTREZGENE_ACC
4221,MEN1,MEN1,menin 1 [Source:HGNC Symbol;Acc:HGNC:7010],ENTREZGENE_ACC
163033,ZNF579,ZNF579,zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646],ENTREZGENE_ACC
9218,VAPA,VAPA,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648],ENTREZGENE_ACC
3934,LCN2,LCN2,lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526],ENTREZGENE_ACC
2744,GLS,GLS,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331],ENTREZGENE_ACC
80216,ALPK1,ALPK1,alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917],ENTREZGENE_ACC
79033,ERI3,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276],ENTREZGENE_ACC
